player_name,team_abbreviation,age,player_height,player_weight,draft_year,gp,pts,reb,ast,usg_pct,ts_pct,ast_pct,season
Joel Embiid,PHI,29,213.36,127.00576000000001,2014,66,33.1,10.2,4.2,0.37,0.655,0.233,2022-23
Luka Doncic,DAL,24,200.66,104.32616,2018,66,32.4,8.6,8,0.368,0.609,0.408,2022-23
Damian Lillard,POR,32,187.96,88.45044,2012,58,32.2,4.8,7.3,0.331,0.645,0.33799999999999997,2022-23
Shai Gilgeous-Alexander,OKC,24,198.12,88.45044,2018,68,31.4,4.8,5.5,0.318,0.626,0.249,2022-23
Giannis Antetokounmpo,MIL,28,213.36,110.22285600000001,2013,63,31.1,11.8,5.7,0.373,0.605,0.314,2022-23
Jayson Tatum,BOS,25,203.2,95.25432,2017,74,30.1,8.8,4.6,0.319,0.607,0.205,2022-23
Stephen Curry,GSW,35,187.96,83.91452,2009,56,29.4,6.1,6.3,0.297,0.6559999999999999,0.27399999999999997,2022-23
Kevin Durant,PHX,34,208.28,108.86208,2007,47,29.1,6.7,5,0.305,0.677,0.228,2022-23
LeBron James,LAL,38,205.74,113.398,2003,55,28.9,8.3,6.8,0.322,0.583,0.308,2022-23
Donovan Mitchell,CLE,26,185.42,97.52228000000001,2017,68,28.3,4.3,4.4,0.31,0.614,0.205,2022-23
Devin Booker,PHX,26,195.58,93.439952,2015,53,27.8,4.5,5.5,0.311,0.601,0.251,2022-23
Kyrie Irving,DAL,31,187.96,88.45044,2011,60,27.1,5.1,5.5,0.28600000000000003,0.613,0.233,2022-23
Jaylen Brown,BOS,26,198.12,101.151016,2016,67,26.6,6.9,3.5,0.307,0.581,0.163,2022-23
Trae Young,ATL,24,185.42,74.389088,2018,73,26.2,3,10.2,0.313,0.573,0.414,2022-23
Ja Morant,MEM,23,187.96,78.92500799999999,2019,61,26.2,5.9,8.1,0.33799999999999997,0.557,0.41200000000000003,2022-23
Zion Williamson,NOP,22,198.12,128.820128,2019,29,26,7,4.6,0.28800000000000003,0.652,0.231,2022-23
Anthony Davis,LAL,30,208.28,114.758776,2012,56,25.9,12.5,2.6,0.27699999999999997,0.627,0.128,2022-23
Lauri Markkanen,UTA,26,213.36,108.86208,2017,66,25.6,8.6,1.9,0.259,0.6409999999999999,0.086,2022-23
Julius Randle,NYK,28,203.2,113.398,2014,77,25.1,10,4.1,0.28800000000000003,0.581,0.184,2022-23
De'Aaron Fox,SAC,25,190.5,83.91452,2017,73,25,4.2,6.1,0.28800000000000003,0.599,0.281,2022-23
Zach LaVine,CHI,28,195.58,90.7184,2014,77,24.8,4.5,4.2,0.278,0.607,0.187,2022-23
Brandon Ingram,NOP,25,203.2,86.18248,2016,45,24.7,5.5,5.8,0.306,0.5820000000000001,0.27699999999999997,2022-23
Anthony Edwards,MIN,21,193.04,102.0582,2020,79,24.6,5.8,4.4,0.292,0.564,0.192,2022-23
DeMar DeRozan,CHI,33,198.12,99.79024,2009,74,24.5,4.6,5.1,0.272,0.5920000000000001,0.222,2022-23
Nikola Jokic,DEN,28,210.82,128.820128,2014,69,24.5,11.8,9.8,0.263,0.701,0.41200000000000003,2022-23
Pascal Siakam,TOR,29,203.2,104.32616,2016,71,24.2,7.8,5.8,0.27,0.565,0.244,2022-23
Jalen Brunson,NYK,26,187.96,86.18248,2018,68,24,3.5,6.2,0.266,0.597,0.28,2022-23
Paul George,LAC,33,203.2,99.79024,2010,56,23.8,6.1,5.1,0.294,0.588,0.237,2022-23
Kawhi Leonard,LAC,32,200.66,102.0582,2011,52,23.8,6.5,3.9,0.267,0.623,0.19,2022-23
LaMelo Ball,CHA,21,200.66,81.64656,2020,36,23.3,6.4,8.4,0.289,0.541,0.35200000000000004,2022-23
Bradley Beal,WAS,30,193.04,93.89354399999999,2012,50,23.2,3.9,5.4,0.28800000000000003,0.593,0.26,2022-23
Kristaps Porzingis,WAS,27,220.98,108.86208,2015,65,23.2,8.4,2.7,0.272,0.627,0.125,2022-23
Jimmy Butler,MIA,33,200.66,104.32616,2011,64,22.9,5.9,5.3,0.248,0.647,0.264,2022-23
Jalen Green,HOU,21,193.04,84.368112,2021,76,22.1,3.7,3.7,0.27399999999999997,0.5379999999999999,0.16899999999999998,2022-23
Keldon Johnson,SAS,23,195.58,99.79024,2019,63,22,5,2.9,0.273,0.551,0.13699999999999998,2022-23
Klay Thompson,GSW,33,198.12,99.79024,2011,69,21.9,4.1,2.4,0.256,0.5760000000000001,0.105,2022-23
Darius Garland,CLE,23,185.42,87.089664,2019,69,21.6,2.7,7.8,0.262,0.5870000000000001,0.32799999999999996,2022-23
Bojan Bogdanovic,DET,34,200.66,102.511792,2011,59,21.6,3.8,2.6,0.251,0.627,0.133,2022-23
Desmond Bane,MEM,25,195.58,97.52228000000001,2020,58,21.5,5,4.4,0.252,0.606,0.20199999999999999,2022-23
Kyle Kuzma,WAS,27,205.74,100.243832,2017,64,21.2,7.2,3.7,0.273,0.544,0.16399999999999998,2022-23
Terry Rozier,CHA,29,185.42,86.18248,2015,63,21.1,4.1,5.1,0.262,0.517,0.22,2022-23
Anfernee Simons,POR,24,190.5,82.10015200000001,2018,62,21.1,2.6,4.1,0.247,0.581,0.18600000000000003,2022-23
James Harden,PHI,33,195.58,99.79024,2009,58,21,6.1,10.7,0.247,0.607,0.439,2022-23
CJ McCollum,NOP,31,190.5,86.18248,2013,75,20.9,4.4,5.7,0.26,0.541,0.242,2022-23
Karl-Anthony Towns,MIN,27,213.36,112.490816,2015,29,20.8,8.1,4.8,0.25,0.618,0.225,2022-23
Jordan Clarkson,UTA,31,195.58,87.996848,2014,61,20.8,4,4.4,0.273,0.5579999999999999,0.209,2022-23
Tyrese Haliburton,IND,23,195.58,83.91452,2020,56,20.7,3.7,10.4,0.23800000000000002,0.624,0.457,2022-23
Dejounte Murray,ATL,26,195.58,81.64656,2016,74,20.5,5.3,6.1,0.239,0.54,0.239,2022-23
Jerami Grant,POR,29,203.2,95.25432,2014,63,20.5,4.5,2.4,0.22699999999999998,0.606,0.10300000000000001,2022-23
Jordan Poole,GSW,24,193.04,87.996848,2019,82,20.4,2.7,4.5,0.282,0.573,0.23399999999999999,2022-23
Bam Adebayo,MIA,25,205.74,115.66596000000001,2017,75,20.4,9.2,3.2,0.251,0.5920000000000001,0.154,2022-23
Kelly Oubre Jr.,CHA,27,198.12,92.079176,2015,48,20.3,5.2,1.1,0.257,0.534,0.057,2022-23
Tyrese Maxey,PHI,22,187.96,90.7184,2020,60,20.3,2.9,3.5,0.23600000000000002,0.605,0.16699999999999998,2022-23
Mikal Bridges,BKN,26,198.12,94.800728,2018,83,20.1,4.4,3.3,0.223,0.5870000000000001,0.141,2022-23
Tyler Herro,MIA,23,195.58,88.45044,2019,67,20.1,5.4,4.2,0.25,0.5660000000000001,0.19,2022-23
Jamal Murray,DEN,26,193.04,97.52228000000001,2016,65,20,4,6.2,0.256,0.5710000000000001,0.265,2022-23
Paolo Banchero,ORL,20,208.28,113.398,2022,72,20,6.9,3.7,0.272,0.529,0.171,2022-23
Louis King,PHI,24,200.66,92.98635999999999,Undrafted,1,20,4,2,0.205,0.7440000000000001,0.091,2022-23
Cade Cunningham,DET,21,200.66,99.79024,2021,12,19.9,6.2,6,0.287,0.49200000000000005,0.306,2022-23
RJ Barrett,NYK,23,198.12,97.068688,2019,73,19.6,5,2.8,0.256,0.531,0.124,2022-23
Jrue Holiday,MIL,33,195.58,92.98635999999999,2009,67,19.3,5.1,7.4,0.244,0.586,0.321,2022-23
Fred VanVleet,TOR,29,182.88,89.357624,Undrafted,69,19.3,4.1,7.2,0.225,0.54,0.276,2022-23
Kevin Porter Jr.,HOU,23,193.04,92.079176,2019,59,19.2,5.3,5.7,0.239,0.565,0.26,2022-23
Domantas Sabonis,SAC,27,215.9,108.86208,2016,79,19.1,12.3,7.3,0.213,0.6679999999999999,0.297,2022-23
Jaren Jackson Jr.,MEM,23,208.28,109.769264,2018,63,18.6,6.8,1,0.243,0.613,0.048,2022-23
Franz Wagner,ORL,21,208.28,99.79024,2021,80,18.6,4.1,3.5,0.23,0.589,0.16699999999999998,2022-23
Devin Vassell,SAS,22,195.58,90.7184,2020,38,18.5,3.9,3.6,0.24,0.55,0.17300000000000001,2022-23
Myles Turner,IND,27,210.82,113.398,2015,62,18,7.5,1.4,0.225,0.6509999999999999,0.074,2022-23
Deandre Ayton,PHX,24,213.36,113.398,2018,67,18,10,1.7,0.231,0.617,0.09,2022-23
D'Angelo Russell,LAL,27,193.04,87.543256,2015,71,17.8,3,6.2,0.225,0.605,0.27399999999999997,2022-23
Nikola Vucevic,CHI,32,208.28,117.93392,2011,82,17.6,11,3.2,0.218,0.594,0.146,2022-23
Michael Porter Jr.,DEN,25,208.28,98.88305600000001,2018,62,17.4,5.5,1,0.22,0.621,0.048,2022-23
Gary Trent Jr.,TOR,24,195.58,94.800728,2018,66,17.4,2.6,1.6,0.209,0.56,0.075,2022-23
Spencer Dinwiddie,BKN,30,195.58,97.52228000000001,2014,79,17.3,3.4,6.5,0.22,0.573,0.297,2022-23
Andrew Wiggins,GSW,28,200.66,89.357624,2014,37,17.1,5,2.3,0.212,0.564,0.1,2022-23
Norman Powell,LAC,30,193.04,97.52228000000001,2015,60,17,2.9,1.8,0.251,0.612,0.115,2022-23
Buddy Hield,IND,30,193.04,99.79024,2016,80,16.8,5,2.8,0.205,0.614,0.131,2022-23
O.G. Anunoby,TOR,25,200.66,105.23334399999999,2017,67,16.8,5,2,0.192,0.586,0.08,2022-23
Bennedict Mathurin,IND,21,195.58,95.25432,2022,78,16.7,4.1,1.5,0.235,0.5660000000000001,0.078,2022-23
Christian Wood,DAL,27,205.74,97.068688,Undrafted,67,16.6,7.3,1.8,0.259,0.624,0.11900000000000001,2022-23
Josh Giddey,OKC,20,203.2,97.975872,2021,76,16.6,7.9,6.2,0.239,0.5329999999999999,0.293,2022-23
Aaron Gordon,DEN,27,203.2,106.59411999999999,2014,68,16.3,6.6,3,0.20600000000000002,0.617,0.129,2022-23
Jaden Ivey,DET,21,193.04,88.45044,2022,74,16.3,3.9,5.2,0.251,0.528,0.26899999999999996,2022-23
Evan Mobley,CLE,22,210.82,97.52228000000001,2021,79,16.2,9,2.8,0.19899999999999998,0.591,0.122,2022-23
RaiQuan Gray,BKN,23,200.66,122.016248,2021,1,16,9,7,0.205,0.621,0.35,2022-23
Russell Westbrook,LAC,34,190.5,90.7184,2008,73,15.9,5.8,7.5,0.266,0.513,0.364,2022-23
Brook Lopez,MIL,35,215.9,127.912944,2008,78,15.9,6.7,1.3,0.187,0.63,0.06,2022-23
P.J. Washington,CHA,24,200.66,104.32616,2019,73,15.7,4.9,2.4,0.2,0.542,0.107,2022-23
Cameron Johnson,BKN,27,203.2,95.25432,2019,42,15.5,4.4,1.9,0.20199999999999999,0.617,0.099,2022-23
De'Andre Hunter,ATL,25,203.2,100.243832,2019,67,15.4,4.2,1.4,0.193,0.563,0.059000000000000004,2022-23
Skylar Mays,POR,25,193.04,92.98635999999999,2020,6,15.3,3.2,8.3,0.182,0.624,0.368,2022-23
Scottie Barnes,TOR,21,203.2,102.0582,2021,77,15.3,6.6,4.8,0.2,0.524,0.195,2022-23
Wendell Carter Jr.,ORL,24,208.28,122.46983999999999,2018,57,15.2,8.7,2.3,0.204,0.621,0.11900000000000001,2022-23
Kevin Huerter,SAC,24,200.66,89.811216,2018,75,15.2,3.3,2.9,0.19699999999999998,0.617,0.13699999999999998,2022-23
Khris Middleton,MIL,31,200.66,100.697424,2012,33,15.1,4.2,4.9,0.259,0.551,0.28800000000000003,2022-23
Harrison Barnes,SAC,31,203.2,102.0582,2012,82,15,4.5,1.6,0.168,0.632,0.063,2022-23
Malcolm Brogdon,BOS,30,193.04,103.872568,2016,67,14.9,4.2,3.7,0.223,0.615,0.223,2022-23
Immanuel Quickley,NYK,24,187.96,86.18248,2020,81,14.9,4.2,3.4,0.203,0.578,0.17800000000000002,2022-23
Alperen Sengun,HOU,20,210.82,110.22285600000001,2021,75,14.8,9,3.9,0.21100000000000002,0.599,0.19899999999999998,2022-23
Gordon Hayward,CHA,33,200.66,102.0582,2010,50,14.7,4.3,4.1,0.196,0.563,0.187,2022-23
Tobias Harris,PHI,30,200.66,102.511792,2011,74,14.7,5.7,2.5,0.18,0.602,0.114,2022-23
Trey Murphy III,NOP,23,203.2,93.439952,2021,79,14.5,3.6,1.4,0.159,0.65,0.063,2022-23
Tim Hardaway Jr.,DAL,31,195.58,92.98635999999999,2013,71,14.4,3.5,1.8,0.201,0.5539999999999999,0.088,2022-23
Jarrett Allen,CLE,25,205.74,110.22285600000001,2017,68,14.3,9.8,1.7,0.162,0.67,0.073,2022-23
Dillon Brooks,MEM,27,198.12,102.0582,2017,73,14.3,3.3,2.6,0.214,0.494,0.11699999999999999,2022-23
Collin Sexton,UTA,24,187.96,86.18248,2018,48,14.3,2.2,2.9,0.23,0.616,0.17800000000000002,2022-23
Bobby Portis,MIL,28,210.82,113.398,2015,70,14.1,9.6,1.5,0.21100000000000002,0.575,0.087,2022-23
Jonas Valanciunas,NOP,31,210.82,120.20188,2011,79,14.1,10.2,1.8,0.22899999999999998,0.61,0.10800000000000001,2022-23
Jalen Williams,OKC,22,195.58,95.707912,2022,75,14.1,4.5,3.3,0.18,0.601,0.152,2022-23
Bogdan Bogdanovic,ATL,30,195.58,102.0582,2014,54,14,3.1,2.8,0.196,0.586,0.134,2022-23
Markelle Fultz,ORL,25,193.04,94.800728,2017,60,14,3.9,5.7,0.20800000000000002,0.564,0.29,2022-23
Chris Paul,PHX,38,182.88,79.3786,2005,59,13.9,4.3,8.9,0.195,0.555,0.389,2022-23
Saddiq Bey,ATL,24,200.66,97.52228000000001,2020,77,13.8,4.7,1.5,0.19399999999999998,0.564,0.08,2022-23
Luguentz Dort,OKC,24,193.04,99.79024,Undrafted,74,13.7,4.6,2.1,0.19399999999999998,0.513,0.09,2022-23
Malik Monk,SAC,25,190.5,90.7184,2017,77,13.5,2.6,3.9,0.247,0.5870000000000001,0.258,2022-23
Rudy Gobert,MIN,31,215.9,117.02673600000001,2013,70,13.4,11.6,1.2,0.161,0.675,0.057999999999999996,2022-23
Jusuf Nurkic,POR,28,213.36,131.54168,2014,52,13.3,9.1,2.9,0.218,0.589,0.16,2022-23
Kris Dunn,UTA,29,190.5,92.98635999999999,2016,22,13.2,4.5,5.6,0.195,0.606,0.315,2022-23
John Collins,ATL,25,205.74,102.511792,2017,71,13.1,6.5,1.2,0.168,0.593,0.052000000000000005,2022-23
Austin Reaves,LAL,25,195.58,89.357624,Undrafted,64,13,3,3.4,0.154,0.687,0.155,2022-23
Cole Anthony,ORL,23,190.5,83.91452,2020,60,13,4.8,3.9,0.209,0.57,0.228,2022-23
Tre Jones,SAS,23,185.42,83.91452,2020,68,12.9,3.6,6.6,0.18899999999999997,0.534,0.306,2022-23
Alec Burks,DET,31,198.12,97.068688,2011,51,12.8,3.1,2.2,0.218,0.602,0.15,2022-23
Jabari Smith Jr.,HOU,20,210.82,99.79024,2022,79,12.8,7.2,1.3,0.183,0.514,0.059000000000000004,2022-23
Kenyon Martin Jr.,HOU,22,200.66,97.52228000000001,2020,82,12.7,5.5,1.5,0.16,0.635,0.079,2022-23
Malik Beasley,LAL,26,193.04,84.821704,2016,81,12.7,3.5,1.5,0.207,0.531,0.086,2022-23
Nic Claxton,BKN,24,210.82,97.52228000000001,2019,76,12.6,9.2,1.9,0.155,0.691,0.091,2022-23
Dennis Schroder,LAL,29,185.42,78.017824,2013,66,12.6,2.5,4.5,0.183,0.545,0.20199999999999999,2022-23
Mac McClung,PHI,24,187.96,83.91452,Undrafted,2,12.5,5,4.5,0.243,0.563,0.29,2022-23
Jakob Poeltl,TOR,27,215.9,111.13004,2016,72,12.5,9.1,2.7,0.18,0.635,0.146,2022-23
Kelly Olynyk,UTA,32,210.82,108.86208,2013,68,12.5,6.2,3.7,0.17600000000000002,0.643,0.17300000000000001,2022-23
Derrick White,BOS,28,193.04,86.18248,2017,82,12.4,3.6,3.9,0.174,0.604,0.191,2022-23
Eric Gordon,LAC,34,190.5,97.52228000000001,2008,69,12.4,1.9,2.7,0.171,0.5870000000000001,0.133,2022-23
Keegan Murray,SAC,22,203.2,102.0582,2022,80,12.2,4.6,1.2,0.156,0.597,0.053,2022-23
Caris LeVert,CLE,28,198.12,92.98635999999999,2016,74,12.1,3.8,3.9,0.183,0.546,0.182,2022-23
Jaden McDaniels,MIN,22,205.74,83.91452,2020,79,12.1,3.9,1.9,0.156,0.611,0.082,2022-23
Clint Capela,ATL,29,208.28,116.119552,2014,65,12,11,0.9,0.151,0.6559999999999999,0.045,2022-23
Marvin Bagley III,DET,24,208.28,106.59411999999999,2018,42,12,6.4,0.9,0.20199999999999999,0.5870000000000001,0.057999999999999996,2022-23
Mike Conley,MIN,35,185.42,79.3786,2007,67,11.9,2.7,6.7,0.161,0.583,0.295,2022-23
Bones Hyland,LAC,22,187.96,76.657048,2021,56,11.8,2.4,3.1,0.271,0.535,0.245,2022-23
Lonnie Walker IV,LAL,24,193.04,92.532768,2018,56,11.7,1.9,1.1,0.198,0.57,0.071,2022-23
Zach Collins,SAS,25,210.82,113.398,2017,63,11.6,6.4,2.9,0.209,0.599,0.18,2022-23
Marcus Smart,BOS,29,193.04,99.79024,2014,61,11.5,3.1,6.3,0.17600000000000002,0.5379999999999999,0.256,2022-23
Bruce Brown,DEN,26,193.04,91.625584,2018,80,11.5,4.1,3.4,0.174,0.5710000000000001,0.16399999999999998,2022-23
Max Strus,MIA,27,195.58,97.52228000000001,Undrafted,80,11.5,3.2,2.1,0.17,0.557,0.115,2022-23
Naz Reid,MIN,23,205.74,119.74828799999999,Undrafted,68,11.5,4.9,1.1,0.242,0.617,0.098,2022-23
John Wall,LAC,32,190.5,95.25432,2010,34,11.4,2.7,5.2,0.259,0.49700000000000005,0.38,2022-23
Isaiah Stewart,DET,22,203.2,113.398,2020,50,11.3,8.1,1.4,0.17,0.56,0.073,2022-23
Quentin Grimes,NYK,23,195.58,95.25432,2021,71,11.3,3.2,2.1,0.142,0.619,0.096,2022-23
Marcus Morris Sr.,LAC,33,203.2,98.88305600000001,2011,65,11.2,4,1.8,0.17600000000000002,0.534,0.09,2022-23
Rui Hachimura,LAL,25,203.2,104.32616,2019,63,11.2,4.5,0.9,0.19399999999999998,0.556,0.06,2022-23
Kyle Lowry,MIA,37,182.88,88.904032,2006,55,11.2,4.1,5.1,0.162,0.565,0.233,2022-23
Corey Kispert,WAS,24,198.12,101.604608,2021,74,11.1,2.8,1.2,0.139,0.657,0.055999999999999994,2022-23
Jeremy Sochan,SAS,20,203.2,104.32616,2022,56,11,5.3,2.5,0.195,0.509,0.132,2022-23
Kentavious Caldwell-Pope,DEN,30,195.58,92.532768,2013,76,10.8,2.7,2.4,0.136,0.598,0.092,2022-23
Mason Plumlee,LAC,33,213.36,115.212368,2013,79,10.8,8.9,3.1,0.149,0.6890000000000001,0.166,2022-23
Ivica Zubac,LAC,26,213.36,108.86208,2016,76,10.8,9.9,1,0.149,0.6609999999999999,0.05,2022-23
Jaylen Nowell,MIN,23,193.04,91.171992,2019,65,10.8,2.6,2,0.23800000000000002,0.527,0.156,2022-23
Victor Oladipo,MIA,31,190.5,96.615096,2013,42,10.7,3,3.5,0.204,0.513,0.20600000000000002,2022-23
Talen Horton-Tucker,UTA,22,193.04,106.140528,2019,65,10.7,3.2,3.8,0.25,0.508,0.27399999999999997,2022-23
Cam Thomas,BKN,21,190.5,95.25432,2021,57,10.6,1.7,1.4,0.268,0.5670000000000001,0.133,2022-23
Jeenathan Williams,POR,24,195.58,92.98635999999999,Undrafted,5,10.6,3,2,0.139,0.657,0.1,2022-23
Moritz Wagner,ORL,26,210.82,111.13004,2018,57,10.5,4.5,1.5,0.201,0.63,0.115,2022-23
Grayson Allen,MIL,27,193.04,89.811216,2018,72,10.4,3.3,2.3,0.14300000000000002,0.612,0.107,2022-23
Killian Hayes,DET,21,195.58,88.45044,2020,76,10.3,2.9,6.2,0.201,0.455,0.325,2022-23
Tyus Jones,MEM,27,187.96,88.904032,2015,80,10.3,2.5,5.2,0.175,0.546,0.28600000000000003,2022-23
Cameron Payne,PHX,28,185.42,83.007336,2015,48,10.3,2.2,4.5,0.239,0.512,0.308,2022-23
Monte Morris,WAS,28,187.96,83.007336,2017,62,10.3,3.4,5.3,0.155,0.579,0.249,2022-23
Patrick Williams,CHI,21,200.66,97.52228000000001,2020,82,10.2,4,1.2,0.156,0.5760000000000001,0.059000000000000004,2022-23
Reggie Jackson,DEN,33,187.96,94.34713599999999,2011,68,10.2,2.1,3.4,0.205,0.514,0.21100000000000002,2022-23
Doug McDermott,SAS,31,198.12,102.0582,2014,64,10.2,2.2,1.4,0.18600000000000003,0.59,0.098,2022-23
Malaki Branham,SAS,20,193.04,81.64656,2022,66,10.2,2.7,1.9,0.188,0.524,0.11199999999999999,2022-23
Aaron Nesmith,IND,23,195.58,97.52228000000001,2020,73,10.1,3.8,1.3,0.168,0.5660000000000001,0.073,2022-23
Josh Richardson,NOP,29,198.12,90.7184,2015,65,10.1,2.7,2.7,0.18,0.555,0.16,2022-23
De'Anthony Melton,PHI,25,187.96,90.7184,2018,77,10.1,4.1,2.6,0.162,0.5660000000000001,0.133,2022-23
James Wiseman,DET,22,213.36,108.86208,2020,45,10,5.9,0.7,0.212,0.589,0.057,2022-23
Brandon Clarke,MEM,26,203.2,97.52228000000001,2019,56,10,5.5,1.3,0.174,0.6809999999999999,0.1,2022-23
Onyeka Okongwu,ATL,22,205.74,108.86208,2020,80,9.9,7.2,1,0.15,0.6779999999999999,0.06,2022-23
Jonathan Kuminga,GSW,20,200.66,102.0582,2021,67,9.9,3.4,1.9,0.195,0.597,0.132,2022-23
Jalen Suggs,ORL,22,195.58,92.98635999999999,2021,53,9.9,3,2.9,0.196,0.528,0.179,2022-23
Shaedon Sharpe,POR,20,195.58,90.7184,2022,80,9.9,3,1.2,0.18600000000000003,0.568,0.079,2022-23
Luka Samanic,UTA,23,208.28,102.965384,2019,7,9.9,4.3,2.1,0.193,0.55,0.115,2022-23
Al Horford,BOS,37,205.74,108.86208,2007,63,9.8,6.2,3,0.11900000000000001,0.631,0.128,2022-23
Thomas Bryant,DEN,25,208.28,112.490816,2017,59,9.8,5.7,0.5,0.18100000000000002,0.682,0.042,2022-23
Herbert Jones,NOP,24,200.66,93.439952,2021,66,9.8,4.1,2.5,0.14400000000000002,0.5670000000000001,0.10800000000000001,2022-23
Josh Hart,NYK,28,193.04,97.52228000000001,2017,76,9.8,7.8,3.8,0.124,0.622,0.154,2022-23
Coby White,CHI,23,195.58,88.45044,2019,74,9.7,2.9,2.8,0.17,0.5720000000000001,0.159,2022-23
Cam Reddish,POR,23,200.66,98.429464,2019,40,9.7,2.2,1.4,0.166,0.561,0.085,2022-23
Keita Bates-Diop,SAS,27,203.2,103.872568,2018,67,9.7,3.7,1.5,0.165,0.609,0.099,2022-23
Julian Champagnie,SAS,22,200.66,98.429464,Undrafted,17,9.7,3.5,0.6,0.18100000000000002,0.6,0.043,2022-23
Caleb Martin,MIA,27,195.58,92.98635999999999,Undrafted,71,9.6,4.8,1.6,0.14300000000000002,0.5710000000000001,0.082,2022-23
Andrew Nembhard,IND,23,190.5,86.636072,2022,75,9.5,2.7,4.5,0.159,0.528,0.222,2022-23
Isaiah Joe,OKC,23,190.5,74.84268,2020,73,9.5,2.4,1.2,0.17,0.626,0.087,2022-23
Donte DiVincenzo,GSW,26,193.04,92.079176,2018,72,9.4,4.5,3.5,0.146,0.593,0.17600000000000002,2022-23
Jalen Smith,IND,23,205.74,97.52228000000001,2020,68,9.4,5.8,1,0.201,0.565,0.076,2022-23
Gabe Vincent,MIA,27,187.96,90.7184,Undrafted,68,9.4,2.1,2.5,0.17,0.5329999999999999,0.139,2022-23
Kyle Anderson,MIN,29,205.74,104.32616,2014,69,9.4,5.3,4.9,0.14300000000000002,0.583,0.225,2022-23
Jalen McDaniels,PHI,25,205.74,92.98635999999999,2019,80,9.4,4.3,1.6,0.165,0.557,0.094,2022-23
Chris Boucher,TOR,30,205.74,90.7184,Undrafted,76,9.4,5.5,0.4,0.175,0.59,0.028999999999999998,2022-23
Hamidou Diallo,DET,24,195.58,91.625584,2018,56,9.3,3.5,1,0.21,0.593,0.088,2022-23
Tari Eason,HOU,22,203.2,97.52228000000001,2022,82,9.3,6,1.1,0.184,0.525,0.075,2022-23
Luke Kennard,MEM,27,195.58,93.439952,2017,59,9.3,2.7,1.5,0.14400000000000002,0.684,0.091,2022-23
Seth Curry,BKN,32,185.42,83.91452,Undrafted,61,9.2,1.6,1.6,0.188,0.593,0.121,2022-23
Precious Achiuwa,TOR,23,203.2,102.0582,2020,55,9.2,6,0.9,0.19,0.5539999999999999,0.063,2022-23
Walker Kessler,UTA,21,213.36,111.13004,2022,74,9.2,8.4,0.9,0.13,0.7020000000000001,0.057,2022-23
Deni Avdija,WAS,22,205.74,95.25432,2020,76,9.2,6.4,2.8,0.165,0.535,0.142,2022-23
Josh Green,DAL,22,200.66,90.7184,2020,60,9.1,3,1.7,0.14,0.645,0.096,2022-23
Jalen Duren,DET,19,210.82,113.398,2022,67,9.1,8.9,1.1,0.139,0.655,0.069,2022-23
Jae'Sean Tate,HOU,27,195.58,104.32616,Undrafted,31,9.1,3.8,2.7,0.17800000000000002,0.546,0.184,2022-23
Taurean Prince,MIN,29,198.12,98.88305600000001,2016,54,9.1,2.4,1.6,0.165,0.597,0.094,2022-23
Naji Marshall,NOP,25,200.66,99.79024,Undrafted,77,9.1,3.6,2.5,0.172,0.539,0.147,2022-23
Bol Bol,ORL,23,218.44,99.79024,2019,70,9.1,5.8,1,0.177,0.603,0.069,2022-23
Mark Williams,CHA,21,213.36,108.86208,2022,43,9,7.1,0.4,0.168,0.659,0.033,2022-23
Santi Aldama,MEM,22,213.36,97.52228000000001,2021,77,9,4.8,1.3,0.157,0.591,0.076,2022-23
Jose Alvarado,NOP,25,182.88,81.19296800000001,Undrafted,61,9,2.3,3,0.191,0.525,0.19899999999999998,2022-23
Daniel Gafford,WAS,24,208.28,106.140528,2019,78,9,5.6,1.1,0.146,0.7390000000000001,0.074,2022-23
AJ Griffin,ATL,19,198.12,99.79024,2022,72,8.9,2.1,1,0.174,0.5770000000000001,0.07,2022-23
Royce O'Neale,BKN,30,198.12,102.511792,Undrafted,76,8.8,5.1,3.7,0.136,0.5379999999999999,0.155,2022-23
Dennis Smith Jr.,CHA,25,187.96,92.98635999999999,2017,54,8.8,3.1,4.8,0.175,0.475,0.275,2022-23
Jaden Hardy,DAL,20,190.5,89.811216,2022,48,8.8,1.9,1.4,0.248,0.5710000000000001,0.147,2022-23
Terance Mann,LAC,26,195.58,97.52228000000001,2019,81,8.8,3.4,2.3,0.149,0.619,0.139,2022-23
Shaquille Harrison,LAL,29,193.04,88.45044,Undrafted,5,8.8,4.4,6,0.162,0.516,0.306,2022-23
Cedi Osman,CLE,28,200.66,104.32616,2015,77,8.7,2.3,1.5,0.17800000000000002,0.579,0.107,2022-23
T.J. McConnell,IND,31,185.42,86.18248,2015,75,8.7,3.1,5.3,0.182,0.59,0.39,2022-23
Jordan Nwora,IND,24,205.74,102.0582,2020,62,8.7,3.7,1.4,0.187,0.561,0.107,2022-23
Landry Shamet,PHX,26,193.04,86.18248,2018,40,8.7,1.7,2.3,0.18600000000000003,0.537,0.16699999999999998,2022-23
Ayo Dosunmu,CHI,23,195.58,90.7184,2021,80,8.6,2.8,2.6,0.145,0.5670000000000001,0.135,2022-23
Steven Adams,MEM,29,210.82,120.20188,2013,42,8.6,11.5,2.3,0.139,0.564,0.107,2022-23
Draymond Green,GSW,33,198.12,104.32616,2012,73,8.5,7.2,6.8,0.129,0.5920000000000001,0.268,2022-23
